N,calculated_pi,error,time
1609,3.142252,0.039804,0.000021
1610,3.142256,0.039800,0.000024
1611,3.142245,0.039814,0.000022
1612,3.142303,0.039847,0.000022
1613,3.142304,0.039842,0.000021
1614,3.142320,0.039837,0.000021
1615,3.142363,0.039803,0.000022
1616,3.142371,0.039801,0.000020
1617,3.142353,0.039788,0.000021
1618,3.142354,0.039782,0.000021
1619,3.142362,0.039769,0.000021
1620,3.142375,0.039810,0.000026
1621,3.142364,0.039765,0.000021
1622,3.142360,0.039765,0.000020
1623,3.142359,0.039736,0.000020
1624,3.142352,0.039765,0.000020
1625,3.142370,0.039801,0.000020
1626,3.142364,0.039825,0.000021
1627,3.142353,0.039844,0.000022
1628,3.142351,0.039790,0.000022
1629,3.142360,0.039773,0.000023
1630,3.142373,0.039782,0.000023
1631,3.142357,0.039829,0.000021
1632,3.142355,0.039839,0.000022
1633,3.142366,0.039855,0.000022
1634,3.142375,0.039870,0.000021
1635,3.142366,0.039932,0.000020
1636,3.142372,0.039906,0.000023
1637,3.142370,0.039896,0.000023
1638,3.142374,0.039922,0.000022
1639,3.142379,0.039938,0.000022
1640,3.142378,0.039895,0.000020
1641,3.142372,0.039895,0.000020
1642,3.142373,0.039930,0.000024
1643,3.142374,0.039898,0.000021
1644,3.142401,0.039855,0.000022
1645,3.142393,0.039847,0.000020
1646,3.142384,0.039873,0.000021
1647,3.142397,0.039874,0.000021
1648,3.142400,0.039877,0.000022
1649,3.142392,0.039899,0.000023
1650,3.142405,0.039880,0.000022
1651,3.142403,0.039874,0.000022
1652,3.142397,0.039905,0.000021
1653,3.142376,0.039916,0.000022
1654,3.142363,0.039899,0.000023
1655,3.142359,0.039896,0.000021
1656,3.142442,0.039900,0.000022
1657,3.142450,0.039851,0.000022
1658,3.142444,0.039882,0.000022
1659,3.142442,0.039869,0.000023
1660,3.142443,0.039904,0.000032
1661,3.142444,0.039836,0.000023
1662,3.142438,0.039760,0.000022
1663,3.142437,0.039734,0.000022
1664,3.142440,0.039743,0.000021
1665,3.142448,0.039734,0.000020
1666,3.142459,0.039746,0.000020
1667,3.142493,0.039742,0.000021
1668,3.142489,0.039706,0.000021
1669,3.142490,0.039687,0.000023
1670,3.142489,0.039736,0.000023
1671,3.142487,0.039716,0.000026
1672,3.142488,0.039723,0.000022
1673,3.142489,0.039731,0.000023
1674,3.142487,0.039724,0.000023
1675,3.142488,0.039695,0.000022
1676,3.142496,0.039652,0.000023
1677,3.142500,0.039663,0.000022
1678,3.142508,0.039630,0.000023
1679,3.142511,0.039616,0.000023
1680,3.142519,0.039587,0.000021
1681,3.142510,0.039584,0.000025
1682,3.142485,0.039581,0.000024
1683,3.142486,0.039550,0.000027
1684,3.142482,0.039542,0.000022
1685,3.142485,0.039524,0.000023
1686,3.142484,0.039532,0.000022
1687,3.142452,0.039503,0.000021
1688,3.142455,0.039516,0.000022
1689,3.142468,0.039508,0.000023
1690,3.142478,0.039555,0.000023
1691,3.142474,0.039571,0.000023
1692,3.142468,0.039553,0.000022
1693,3.142462,0.039539,0.000022
1694,3.142444,0.039542,0.000022
1695,3.142452,0.039539,0.000023
1696,3.142448,0.039510,0.000023
1697,3.142440,0.039547,0.000023
1698,3.142426,0.039561,0.000023
1699,3.142479,0.039635,0.000023
1700,3.142492,0.039657,0.000023
1701,3.142490,0.039606,0.000023
1702,3.142482,0.039597,0.000023
1703,3.142471,0.039596,0.000022
1704,3.142467,0.039621,0.000025
1705,3.142484,0.039638,0.000021
1706,3.142462,0.039603,0.000023
1707,3.142458,0.039541,0.000026
1708,3.142468,0.039541,0.000021
1709,3.142465,0.039524,0.000023
1710,3.142449,0.039552,0.000023
1711,3.142457,0.039545,0.000023
1712,3.142467,0.039523,0.000023
1713,3.142464,0.039536,0.000023
1714,3.142471,0.039543,0.000023
1715,3.142468,0.039572,0.000022
1716,3.142476,0.039552,0.000023
1717,3.142514,0.039575,0.000024
1718,3.142531,0.039568,0.000023
1719,3.142546,0.039566,0.000024
1720,3.142572,0.039559,0.000023
1721,3.142580,0.039592,0.000023
1722,3.142585,0.039627,0.000021
1723,3.142589,0.039604,0.000023
1724,3.142578,0.039658,0.000024
1725,3.142572,0.039607,0.000024
1726,3.142572,0.039571,0.000023
1727,3.142580,0.039571,0.000024
1728,3.142581,0.039548,0.000023
1729,3.142575,0.039521,0.000023
1730,3.142590,0.039509,0.000023
1731,3.142586,0.039474,0.000024
1732,3.142723,0.039480,0.000023
1733,3.142728,0.039528,0.000023
1734,3.142727,0.039503,0.000023
1735,3.142718,0.039491,0.000024
1736,3.142719,0.039458,0.000024
1737,3.142713,0.039478,0.000023
1738,3.142697,0.039454,0.000022
1739,3.142703,0.039440,0.000021
1740,3.142710,0.039449,0.000023
1741,3.142700,0.039443,0.000024
1742,3.142723,0.039424,0.000022
1743,3.142724,0.039403,0.000023
1744,3.142706,0.039391,0.000026
1745,3.142705,0.039359,0.000024
1746,3.142708,0.039334,0.000024
1747,3.142729,0.039309,0.000022
1748,3.142716,0.039305,0.000024
1749,3.142703,0.039286,0.000023
1750,3.142693,0.039204,0.000023
1751,3.142693,0.039192,0.000023
1752,3.142699,0.039134,0.000027
1753,3.142779,0.039122,0.000024
1754,3.142741,0.039036,0.000026
1755,3.142701,0.039030,0.000022
1756,3.142708,0.038993,0.000022
1757,3.142711,0.038964,0.000024
1758,3.142714,0.038968,0.000024
1759,3.142720,0.038906,0.000024
1760,3.142716,0.038900,0.000024
1761,3.142728,0.038916,0.000025
1762,3.142717,0.038933,0.000033
1763,3.142714,0.038922,0.000021
1764,3.142712,0.038902,0.000021
1765,3.142722,0.038894,0.000024
1766,3.142734,0.038940,0.000024
1767,3.142685,0.038919,0.000022
1768,3.142697,0.038921,0.000023
1769,3.142666,0.038842,0.000023
1770,3.142655,0.038808,0.000027
1771,3.142658,0.038790,0.000024
1772,3.142655,0.038727,0.000023
1773,3.142662,0.038680,0.000025
1774,3.142663,0.038672,0.000024
1775,3.142655,0.038648,0.000024
1776,3.142658,0.038620,0.000024
1777,3.142661,0.038624,0.000024
1778,3.142655,0.038647,0.000023
1779,3.142635,0.038659,0.000024
1780,3.142667,0.038675,0.000024
1781,3.142677,0.038653,0.000023
1782,3.142676,0.038634,0.000022
1783,3.142663,0.038562,0.000024
1784,3.142661,0.038543,0.000024
1785,3.142664,0.038516,0.000024
1786,3.142638,0.038502,0.000024
1787,3.142644,0.038443,0.000023
1788,3.142638,0.038421,0.000023
1789,3.142623,0.038358,0.000023
1790,3.142626,0.038291,0.000023
1791,3.142635,0.038315,0.000024
1792,3.142627,0.038310,0.000025
1793,3.142626,0.038342,0.000025
1794,3.142624,0.038331,0.000024
1795,3.142634,0.038296,0.000022
1796,3.142626,0.038249,0.000024
1797,3.142627,0.038193,0.000025
1798,3.142634,0.038173,0.000025
1799,3.142628,0.038118,0.000024
1800,3.142620,0.038094,0.000024
1801,3.142625,0.038095,0.000023
1802,3.142626,0.038105,0.000023
1803,3.142627,0.038122,0.000024
1804,3.142634,0.038054,0.000024
1805,3.142617,0.038085,0.000025
1806,3.142622,0.038034,0.000025
1807,3.142608,0.038085,0.000024
1808,3.142604,0.038091,0.000023
1809,3.142609,0.038091,0.000024
1810,3.142606,0.038106,0.000024
1811,3.142609,0.038037,0.000025
1812,3.142609,0.038015,0.000025
1813,3.142608,0.038011,0.000025
1814,3.142615,0.037983,0.000024
1815,3.142625,0.037979,0.000024
1816,3.142593,0.037980,0.000025
1817,3.142589,0.037920,0.000024
1818,3.142587,0.037906,0.000024
1819,3.142584,0.037865,0.000025
1820,3.142589,0.037807,0.000025
1821,3.142592,0.037820,0.000024
1822,3.142588,0.037816,0.000025
1823,3.142576,0.037848,0.000024
1824,3.142575,0.037831,0.000023
1825,3.142582,0.037816,0.000035
1826,3.142578,0.037843,0.000025
1827,3.142577,0.037831,0.000025
1828,3.142567,0.037789,0.000024
1829,3.142565,0.037751,0.000025
1830,3.142562,0.037750,0.000027
1831,3.142560,0.037736,0.000025
1832,3.142557,0.037755,0.000023
1833,3.142560,0.037740,0.000025
1834,3.142550,0.037740,0.000024
1835,3.142544,0.037692,0.000024
1836,3.142542,0.037707,0.000023
1837,3.142550,0.037731,0.000023
1838,3.142568,0.037716,0.000023
1839,3.142667,0.037712,0.000023
1840,3.142663,0.037678,0.000022
1841,3.142675,0.037635,0.000023
1842,3.142688,0.037621,0.000024
1843,3.142815,0.037637,0.000024
1844,3.142861,0.037628,0.000025
1845,3.142862,0.037588,0.000024
1846,3.142860,0.037601,0.000022
1847,3.142854,0.037574,0.000025
1848,3.142848,0.037563,0.000025
1849,3.142849,0.037544,0.000024
1850,3.142839,0.037531,0.000024
1851,3.142822,0.037502,0.000026
1852,3.142803,0.037453,0.000024
1853,3.142793,0.037458,0.000024
1854,3.142764,0.037473,0.000025
1855,3.142734,0.037479,0.000025
1856,3.142733,0.037451,0.000024
1857,3.142744,0.037457,0.000024
1858,3.142689,0.037431,0.000025
1859,3.142683,0.037411,0.000025
1860,3.142669,0.037440,0.000026
1861,3.142680,0.037353,0.000025
1862,3.142687,0.037316,0.000026
1863,3.142688,0.037353,0.000025
1864,3.142702,0.037345,0.000025
1865,3.142705,0.037307,0.000025
1866,3.142699,0.037296,0.000024
1867,3.142702,0.037287,0.000023
1868,3.142749,0.037305,0.000025
1869,3.142750,0.037314,0.000026
1870,3.142738,0.037281,0.000026
1871,3.142734,0.037260,0.000025
1872,3.142729,0.037288,0.000025
1873,3.142731,0.037226,0.000025
1874,3.142715,0.037228,0.000025
1875,3.142722,0.037199,0.000024
1876,3.142729,0.037160,0.000026
1877,3.142719,0.037122,0.000026
1878,3.142718,0.037112,0.000024
1879,3.142721,0.037083,0.000025
1880,3.142723,0.037068,0.000025
1881,3.142718,0.037030,0.000025
1882,3.142712,0.037021,0.000026
1883,3.142723,0.037009,0.000024
1884,3.142709,0.036970,0.000024
1885,3.142716,0.036939,0.000026
1886,3.142713,0.036932,0.000024
1887,3.142718,0.036898,0.000025
1888,3.142710,0.036859,0.000026
1889,3.142704,0.036856,0.000025
1890,3.142694,0.036828,0.000026
1891,3.142689,0.036830,0.000025
1892,3.142691,0.036837,0.000023
1893,3.142694,0.036813,0.000025
1894,3.142697,0.036836,0.000026
1895,3.142696,0.036827,0.000026
1896,3.142686,0.036850,0.000024
1897,3.142688,0.036813,0.000025
1898,3.142687,0.036838,0.000024
1899,3.142665,0.036826,0.000024
1900,3.142701,0.036813,0.000023
1901,3.142695,0.036818,0.000026
1902,3.142694,0.036793,0.000025
1903,3.142703,0.036816,0.000025
1904,3.142672,0.036787,0.000027
1905,3.142686,0.036787,0.000028
1906,3.142690,0.036777,0.000026
1907,3.142664,0.036755,0.000025
1908,3.142660,0.036785,0.000026
1909,3.142642,0.036753,0.000027
1910,3.142645,0.036696,0.000026
1911,3.142639,0.036678,0.000026
1912,3.142632,0.036693,0.000025
1913,3.142633,0.036703,0.000026
1914,3.142654,0.036718,0.000027
1915,3.142667,0.036706,0.000025
1916,3.142555,0.036675,0.000026
1917,3.142535,0.036699,0.000027
1918,3.142538,0.036691,0.000026
1919,3.142530,0.036679,0.000023
1920,3.142529,0.036720,0.000026
1921,3.142545,0.036722,0.000027
1922,3.142574,0.036703,0.000025
1923,3.142577,0.036729,0.000026
1924,3.142582,0.036748,0.000026
1925,3.142585,0.036763,0.000025
1926,3.142577,0.036767,0.000027
1927,3.142541,0.036769,0.000027
1928,3.142539,0.036785,0.000026
1929,3.142540,0.036802,0.000025
1930,3.142528,0.036782,0.000026
1931,3.142523,0.036775,0.000024
1932,3.142547,0.036773,0.000026
1933,3.142539,0.036736,0.000026
1934,3.142536,0.036725,0.000024
1935,3.142528,0.036760,0.000027
1936,3.142529,0.036770,0.000023
1937,3.142517,0.036779,0.000027
1938,3.142584,0.036804,0.000027
1939,3.142597,0.036815,0.000026
1940,3.142598,0.036803,0.000027
1941,3.142609,0.036794,0.000026
1942,3.142597,0.036774,0.000027
1943,3.142596,0.036723,0.000025
1944,3.142603,0.036722,0.000027
1945,3.142606,0.036700,0.000027
1946,3.142606,0.036672,0.000025
1947,3.142613,0.036659,0.000025
1948,3.142622,0.036633,0.000026
1949,3.142621,0.036594,0.000025
1950,3.142607,0.036607,0.000028
1951,3.142610,0.036589,0.000026
1952,3.142607,0.036611,0.000027
1953,3.142509,0.036606,0.000025
1954,3.142516,0.036589,0.000023
1955,3.142517,0.036522,0.000027
1956,3.142530,0.036507,0.000026
1957,3.142494,0.036488,0.000026
1958,3.142492,0.036445,0.000027
1959,3.142501,0.036475,0.000025
1960,3.142504,0.036444,0.000024
1961,3.142501,0.036476,0.000028
1962,3.142495,0.036468,0.000026
1963,3.142498,0.036492,0.000026
1964,3.142501,0.036516,0.000026
1965,3.142483,0.036481,0.000026
1966,3.142486,0.036468,0.000026
1967,3.142491,0.036419,0.000025
1968,3.142478,0.036376,0.000027
1969,3.142478,0.036354,0.000027
1970,3.142477,0.036358,0.000026
1971,3.142474,0.036314,0.000026
1972,3.142452,0.036274,0.000026
1973,3.142427,0.036260,0.000027
1974,3.142430,0.036225,0.000027
1975,3.142424,0.036249,0.000027
1976,3.142423,0.036175,0.000027
1977,3.142414,0.036166,0.000026
1978,3.142411,0.036142,0.000027
1979,3.142419,0.036116,0.000026
1980,3.142416,0.036131,0.000026
1981,3.142415,0.036099,0.000027
1982,3.142422,0.036126,0.000027
1983,3.142419,0.036071,0.000025
1984,3.142423,0.036082,0.000027
1985,3.142414,0.036069,0.000026
1986,3.142409,0.036069,0.000025
1987,3.142301,0.036073,0.000027
1988,3.142310,0.036063,0.000027
1989,3.142309,0.036067,0.000027
1990,3.142295,0.036076,0.000028
1991,3.142296,0.036044,0.000026
1992,3.142295,0.036045,0.000026
1993,3.142282,0.036051,0.000027
1994,3.142289,0.036000,0.000026
1995,3.142298,0.036032,0.000027
1996,3.142291,0.036025,0.000028
1997,3.142285,0.036037,0.000028
1998,3.142260,0.036007,0.000028
1999,3.142263,0.035981,0.000027
2000,3.142264,0.035976,0.000027
